Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent
USA,2019,1113379669,20383.89,15.55,18.6,North America
Germany,2015,83455521,2085.38,11.21,65.8,Europe
USA,2011,578533728,19727.34,21.45,86.48,North America
Germany,2008,75096006,12307.05,10.67,25.23,Europe
India,2012,1350596119,234.66,16.92,17.54,Asia
UK,2016,213507225,5733.95,6.68,13.52,Europe
Australia,2016,587817594,4923.88,4.09,12.83,Oceania
Russia,2003,606790666,18818.94,2.93,84.94,Europe/Asia
Australia,2013,867107495,11982.33,11.56,74.76,Oceania
China,2018,643798398,4076.99,5.76,28.0,Asia
Canada,2006,1144202580,6494.39,24.85,91.62,North America
China,2002,822819495,12651.51,20.36,22.05,Asia
France,2000,1351958333,588.99,17.95,43.3,Europe
Germany,2011,979152782,10660.73,20.48,50.24,Europe
Canada,2014,732413966,16983.73,8.04,16.75,North America
France,2010,95558508,12992.09,22.22,40.93,Europe
Canada,2009,105049293,14992.68,24.9,19.07,North America
USA,2001,911045738,8232.79,8.67,80.29,North America
France,2003,157216660,4658.59,24.65,14.17,Europe
USA,2016,7429954,20262.56,9.37,11.53,North America
USA,2016,1123916711,22650.31,2.27,75.19,North America
Canada,2007,1064807062,12817.44,10.45,79.5,North America
Brazil,2022,346809323,7695.53,24.94,54.11,South America
China,2013,796261294,12829.0,16.61,38.29,Asia
France,2023,689003414,21986.74,18.0,31.04,Europe
Russia,2003,878304154,17316.02,7.48,20.42,Europe/Asia
Brazil,2005,1164245346,21479.54,5.36,53.1,South America
China,2018,1047763615,8276.65,22.37,53.71,Asia
France,2023,1102928277,17828.28,11.51,50.58,Europe
Germany,2003,619574983,16360.92,2.09,79.27,Europe
China,2002,915996722,14333.25,8.77,18.88,Asia
Russia,2019,1192165885,13252.8,6.5,69.63,Europe/Asia
Australia,2005,728871973,13819.35,15.89,45.74,Oceania
India,2022,3626961,21256.81,19.39,31.44,Asia
USA,2006,1207661723,22908.26,13.44,70.66,North America
India,2013,99588618,2910.23,6.28,27.59,Asia
Brazil,2011,1385802187,14262.41,3.33,30.55,South America
Australia,2015,530105142,22968.37,9.21,98.87,Oceania
USA,2019,1380281665,3455.03,20.54,89.09,North America
France,2007,1061723108,10380.2,11.65,72.05,Europe
Brazil,2022,693947067,2318.1,7.8,38.1,South America
Russia,2001,654311144,2925.56,2.48,57.77,Europe/Asia
Canada,2012,688324076,22612.36,13.41,21.27,North America
France,2007,954670766,11209.87,17.75,39.72,Europe
China,2024,603447137,17249.62,6.38,16.05,Asia
Canada,2020,536203078,3558.97,14.36,64.32,North America
Brazil,2019,418575711,646.49,11.68,86.32,South America
China,2015,366193415,22273.05,18.19,82.05,Asia
Russia,2003,65886001,14406.19,21.79,86.19,Europe/Asia
India,2015,98346798,597.7,9.06,25.54,Asia
China,2019,117153057,24809.25,22.81,67.86,Asia
India,2005,1334092527,12355.59,18.26,95.15,Asia
USA,2003,834890980,11949.33,2.85,79.71,North America
Germany,2015,258288726,15560.76,20.2,10.3,Europe
UK,2022,977925148,296.82,13.38,88.53,Europe
France,2022,1301724094,14271.55,23.75,72.81,Europe
UK,2020,1115028587,15774.15,9.44,20.86,Europe
USA,2012,633381188,7494.14,15.6,37.93,North America
China,2004,1301801162,18198.63,23.99,20.46,Asia
USA,2014,227567408,9498.05,8.24,74.95,North America
UK,2007,879980201,17972.55,12.85,10.31,Europe
UK,2006,1187745217,3681.25,19.31,51.34,Europe
France,2013,280131042,22851.08,17.9,98.98,Europe
Canada,2006,365204716,21998.49,21.29,85.75,North America
Australia,2021,342414448,3850.6,13.96,62.26,Oceania
USA,2006,1117894242,23467.5,9.34,71.76,North America
Germany,2022,674581673,13988.73,14.31,63.72,Europe
Australia,2017,972440543,17571.08,10.05,82.17,Oceania
USA,2009,1338164483,21023.32,6.06,88.85,North America
Russia,2017,783917228,2180.89,14.76,78.23,Europe/Asia
Brazil,2013,582377350,4315.18,3.11,26.19,South America
Brazil,2009,318607206,7330.73,2.84,43.15,South America
UK,2006,614698991,11982.39,3.49,79.81,Europe
Brazil,2006,1097685604,8716.76,17.47,83.26,South America
India,2006,750516475,12695.57,11.36,65.96,Asia
Germany,2004,951340095,4729.33,13.36,73.56,Europe
Brazil,2000,559560080,17085.64,9.9,25.53,South America
China,2013,619336131,1487.8,7.83,43.17,Asia
India,2017,333526102,9100.09,10.24,57.58,Asia
Australia,2012,1208536525,4557.93,6.45,97.55,Oceania
India,2024,52960580,18275.34,17.61,81.13,Asia
USA,2007,1238624685,22102.97,4.34,27.14,North America
UK,2007,276591831,2061.78,13.89,41.36,Europe
France,2009,40609361,19647.44,12.97,29.3,Europe
France,2016,464306778,22403.49,8.94,23.55,Europe
Russia,2005,989154391,24351.86,4.35,20.68,Europe/Asia
Germany,2014,1055346223,14526.72,18.18,95.95,Europe
USA,2014,522476753,8252.06,15.1,90.69,North America
France,2024,703449274,8117.14,20.62,53.01,Europe
UK,2015,448869567,9536.35,7.42,58.82,Europe
Australia,2007,1019269551,15355.42,20.21,84.64,Oceania
France,2018,368090976,12306.73,8.71,67.75,Europe
China,2019,462907661,16375.51,4.59,75.21,Asia
India,2014,834138679,1078.92,5.1,80.41,Asia
France,2002,761831739,2736.45,7.08,52.99,Europe
USA,2005,65521906,24415.83,17.7,96.76,North America
Brazil,2024,880144060,24885.1,7.61,65.92,South America
Brazil,2007,36441923,18691.8,15.89,66.38,South America
Australia,2015,509267795,6484.29,7.9,22.55,Oceania
Brazil,2014,70204180,23839.21,10.4,97.91,South America
Australia,2012,557566466,5421.2,22.46,16.3,Oceania
USA,2019,1131270168,18312.64,13.51,97.72,North America
Germany,2014,9936259,2969.93,15.81,91.04,Europe
Brazil,2017,701203709,16257.72,6.35,86.22,South America
Russia,2012,236769546,19011.92,5.02,69.95,Europe/Asia
UK,2023,1072248611,21505.04,11.5,64.19,Europe
India,2007,628367006,18384.22,21.67,98.7,Asia
Brazil,2013,214942195,23094.79,7.54,96.69,South America
Australia,2010,885939267,13070.99,16.3,82.25,Oceania
USA,2005,1039307492,16967.97,22.06,17.73,North America
Brazil,2023,283645929,9301.8,23.49,43.12,South America
France,2024,965197344,358.7,24.86,87.07,Europe
Brazil,2000,110267836,18941.65,19.55,72.52,South America
Australia,2024,895194729,21759.53,3.73,20.86,Oceania
China,2001,1175685468,4430.72,22.04,40.99,Asia
China,2012,775097650,813.15,22.37,11.73,Asia
Brazil,2000,1101443347,4196.1,14.82,89.46,South America
India,2023,45648863,22392.7,3.55,76.48,Asia
USA,2023,22748790,7458.21,12.96,48.79,North America
Russia,2003,463659919,5919.23,6.85,77.67,Europe/Asia
Russia,2023,589457860,463.29,12.17,93.07,Europe/Asia
Brazil,2022,868136941,7496.67,18.65,34.91,South America
Brazil,2001,1364901845,17919.41,17.35,35.44,South America
China,2020,33903197,23981.32,19.94,52.96,Asia
Australia,2019,638996566,7887.26,12.96,72.91,Oceania
India,2015,1036453956,6093.06,13.75,98.38,Asia
Brazil,2002,19784830,22212.92,23.52,24.5,South America
Russia,2016,1168950044,21327.37,16.52,40.45,Europe/Asia
USA,2004,881584669,8271.19,19.19,42.35,North America
Germany,2007,170047292,1813.25,17.28,74.6,Europe
France,2011,288710528,24800.54,16.73,88.91,Europe
Brazil,2024,746839654,17049.54,23.01,26.36,South America
Australia,2022,1010116156,23171.85,10.2,73.51,Oceania
Brazil,2011,296740880,8612.67,11.84,90.96,South America
Australia,2000,1089167682,16227.37,10.73,20.8,Oceania
India,2000,506595817,16894.98,19.6,66.52,Asia
Germany,2014,967891334,21835.35,21.97,28.01,Europe
UK,2016,260181979,24827.15,10.22,49.26,Europe
USA,2001,559569963,2805.79,5.27,21.29,North America
USA,2016,404382709,15814.81,13.36,70.84,North America
Australia,2019,674235726,8477.35,24.64,45.72,Oceania
China,2008,23379444,20310.29,6.68,60.49,Asia
Australia,2011,130159239,18878.28,12.4,56.6,Oceania
China,2003,209417349,22323.71,8.24,71.76,Asia
Canada,2012,809657923,8658.2,23.22,89.71,North America
Russia,2003,671211933,4694.81,14.67,34.9,Europe/Asia
USA,2006,286924330,642.86,15.31,62.97,North America
India,2013,67437008,6462.12,2.19,61.07,Asia
Australia,2008,811631457,9242.57,17.01,38.05,Oceania
India,2022,1172341691,23657.07,9.05,54.46,Asia
Germany,2000,680029539,12335.18,13.81,13.6,Europe
India,2000,508651426,13955.34,14.21,48.0,Asia
Brazil,2019,717113830,22015.21,15.62,34.08,South America
Russia,2003,870705807,22138.23,20.94,86.89,Europe/Asia
Brazil,2000,785140423,13245.1,8.88,41.84,South America
France,2021,399331582,2931.22,7.89,27.11,Europe
Australia,2009,621528393,6835.85,20.3,57.14,Oceania
USA,2001,464273803,11476.52,18.53,82.18,North America
Australia,2020,427319084,18804.12,7.19,41.51,Oceania
Russia,2023,951136587,17820.88,2.02,85.37,Europe/Asia
UK,2014,667306093,16103.44,17.32,39.03,Europe
UK,2002,28473650,22018.11,5.62,75.47,Europe
France,2024,710271327,20085.9,24.01,20.26,Europe
Russia,2022,1145200863,24554.64,15.9,15.54,Europe/Asia
Canada,2008,926230041,22240.05,21.54,75.64,North America
Canada,2016,582895108,4971.85,20.53,42.79,North America
Canada,2020,126577715,1534.65,14.83,44.98,North America
USA,2012,455746940,10421.32,12.08,61.1,North America
USA,2002,881798821,15475.86,13.43,97.83,North America
Canada,2003,1257225219,16113.28,20.47,25.26,North America
UK,2003,1012440731,6761.07,16.73,36.69,Europe
Russia,2010,1078511862,21511.04,6.73,67.73,Europe/Asia
India,2006,728853440,8298.24,16.02,72.39,Asia
Russia,2010,158746380,22985.95,11.31,72.85,Europe/Asia
Canada,2023,295234474,11842.87,3.41,62.99,North America
Russia,2010,1285034242,358.73,10.77,62.36,Europe/Asia
Germany,2009,593495089,4134.83,7.23,23.18,Europe
USA,2004,861570136,2647.75,21.29,84.28,North America
USA,2012,956141353,1196.24,4.41,10.79,North America
UK,2011,1322793551,17879.03,10.29,47.16,Europe
India,2009,332291604,4888.67,18.0,29.17,Asia
Canada,2006,1228531404,20981.63,22.64,19.29,North America
Australia,2018,1139083763,6685.27,9.71,38.43,Oceania
UK,2018,1309195435,904.94,15.95,68.49,Europe
UK,2018,693985251,20534.82,10.59,54.24,Europe
India,2011,722817031,11707.03,6.67,87.74,Asia
Brazil,2019,465159019,15027.69,9.49,63.37,South America
Canada,2021,465498990,8472.06,16.63,32.53,North America
Australia,2014,671077519,1246.41,18.48,55.85,Oceania
USA,2004,1165567441,9317.41,10.52,30.24,North America
India,2023,692961781,13005.33,5.51,25.9,Asia
Australia,2013,417878191,391.0,5.21,95.0,Oceania
Germany,2011,14821427,14399.82,20.69,51.65,Europe
UK,2020,1233656371,22336.75,17.03,67.96,Europe
India,2010,125175341,5524.23,18.74,87.74,Asia
USA,2004,993888485,23176.55,13.23,38.67,North America
Russia,2015,764219174,2530.45,12.52,80.22,Europe/Asia
USA,2017,537011555,20653.37,6.86,80.21,North America
Germany,2011,4030490,21024.08,5.87,83.34,Europe
India,2004,1087573862,6518.22,5.54,26.86,Asia
Germany,2015,170112423,23950.3,24.81,95.69,Europe
Canada,2011,202030814,10473.31,20.88,34.46,North America
Canada,2022,1364177844,3617.28,16.4,79.14,North America
Russia,2001,1046334105,14833.69,6.93,24.45,Europe/Asia
UK,2005,1186338100,24915.71,9.77,92.26,Europe
Brazil,2022,1057109865,22492.36,10.07,48.08,South America
China,2020,774308446,7037.21,12.99,69.51,Asia
Australia,2024,1726844,14466.97,11.71,85.67,Oceania
Germany,2003,244120485,2972.65,23.49,35.13,Europe
Australia,2012,194953591,11599.94,18.58,44.62,Oceania
Russia,2009,331809059,13124.44,3.87,37.89,Europe/Asia
Australia,2016,657392018,7950.43,10.28,35.18,Oceania
Australia,2013,1241169599,12156.26,5.06,55.42,Oceania
USA,2023,141592909,23006.47,8.43,58.66,North America
India,2014,1390320461,12553.43,24.05,16.84,Asia
UK,2007,1061048369,20791.66,18.22,69.92,Europe
China,2022,766748636,8003.02,2.18,47.38,Asia
India,2023,943691518,24287.97,9.56,89.17,Asia
USA,2017,412741540,2427.23,12.09,88.81,North America
Australia,2002,646955651,14681.11,15.86,74.09,Oceania
China,2024,1273607593,19768.21,13.49,85.99,Asia
USA,2016,1279456274,20369.62,3.6,92.1,North America
USA,2023,1033105319,5037.2,13.86,61.38,North America
USA,2023,968941506,10100.98,5.0,96.5,North America
Canada,2006,593912511,15642.48,13.94,95.03,North America
China,2012,543735844,7965.48,7.66,19.78,Asia
USA,2015,1310945770,16491.57,5.32,56.53,North America
Brazil,2004,73021896,9531.64,8.62,20.19,South America
Australia,2003,507455058,8836.57,4.29,70.89,Oceania
China,2009,97703883,2790.9,8.53,78.11,Asia
Canada,2012,1185321178,1077.4,21.94,88.74,North America
Germany,2009,431439652,20898.32,9.06,67.85,Europe
Germany,2013,219923375,12289.66,12.82,50.41,Europe
UK,2021,1153473145,14115.54,13.96,23.88,Europe
France,2011,229653103,9368.3,6.1,21.13,Europe
Brazil,2000,930977131,3504.88,12.16,53.22,South America
Germany,2020,613859962,11294.34,21.62,84.1,Europe
Canada,2019,785781472,5801.03,3.85,76.81,North America
France,2019,254416269,20958.31,23.22,88.39,Europe
USA,2006,45962203,24671.03,22.04,82.18,North America
USA,2008,541918545,22238.49,21.68,28.29,North America
Russia,2007,813759456,13254.03,6.57,27.83,Europe/Asia
Australia,2012,1244262825,15740.48,13.14,50.76,Oceania
France,2013,212936188,23708.25,16.17,27.01,Europe
Australia,2011,743898442,13513.18,4.3,26.69,Oceania
Canada,2007,453968099,16000.87,14.81,33.83,North America
Brazil,2020,911156212,15767.81,21.32,12.01,South America
France,2021,98863997,17732.22,23.54,60.85,Europe
Germany,2017,1379580271,16043.1,8.4,45.3,Europe
Brazil,2015,926864541,16800.56,8.64,31.13,South America
Russia,2010,855629625,18174.77,8.23,21.95,Europe/Asia
Australia,2015,474496462,20246.57,5.53,50.57,Oceania
Australia,2013,116070398,10136.07,11.91,63.57,Oceania
Brazil,2002,1156490288,18671.27,20.04,96.62,South America
USA,2020,741795734,2595.07,18.38,32.59,North America
Australia,2001,1144105339,21917.08,22.71,12.34,Oceania
Russia,2002,792258110,7322.1,10.18,75.51,Europe/Asia
Germany,2003,1274551087,10146.16,15.16,30.93,Europe
China,2021,488697466,20109.9,19.63,53.1,Asia
Germany,2004,849674318,15960.98,22.66,81.93,Europe
Germany,2009,224816476,7784.84,22.05,13.29,Europe
Australia,2019,555367178,5712.44,12.71,22.6,Oceania
India,2001,439580972,23947.09,22.86,18.74,Asia
USA,2011,1002833937,2285.63,12.21,30.8,North America
Australia,2004,750876519,207.94,22.77,25.4,Oceania
USA,2004,612289374,16856.08,19.87,38.18,North America
Canada,2022,305674888,15400.41,7.1,76.42,North America
India,2000,410558538,18466.59,23.38,13.77,Asia
Australia,2003,231879568,18317.68,7.58,16.56,Oceania
UK,2020,945946912,21595.15,22.89,60.22,Europe
Germany,2023,526552957,23060.5,16.15,56.3,Europe
Canada,2011,1307034378,19398.11,17.35,52.19,North America
India,2011,1298580262,5884.09,4.51,55.92,Asia
Australia,2015,557784519,11641.05,3.51,76.04,Oceania
Russia,2023,1221177458,16078.71,24.27,61.27,Europe/Asia
Brazil,2016,1069018744,13530.2,9.75,50.67,South America
Brazil,2020,93727939,4056.55,21.42,17.28,South America
USA,2009,1380937699,14772.9,18.2,96.75,North America
India,2016,597478231,22174.56,15.9,31.3,Asia
Germany,2016,296367464,10521.08,17.76,87.36,Europe
Germany,2017,1255584785,16756.43,4.06,43.73,Europe
China,2001,210357536,15436.76,11.49,70.87,Asia
Brazil,2024,1020065517,9488.37,15.96,50.42,South America
Canada,2003,1256899939,14175.25,21.95,41.52,North America
India,2018,856030006,5334.28,18.44,64.67,Asia
Germany,2010,1016347277,13698.07,7.81,57.71,Europe
China,2016,1121523910,19990.86,24.65,30.69,Asia
India,2011,985263509,18997.8,16.79,39.93,Asia
France,2001,793369404,9013.07,13.53,13.06,Europe
Germany,2005,931068954,2890.92,19.97,27.23,Europe
France,2008,96534026,20018.57,15.86,39.89,Europe
India,2004,811200995,6699.47,18.33,96.52,Asia
Germany,2019,230054011,1420.79,16.19,56.91,Europe
France,2020,923861407,11185.3,6.11,72.37,Europe
UK,2008,186943559,18512.82,14.5,69.95,Europe
China,2022,1168288377,20231.48,8.51,97.3,Asia
Canada,2007,466588307,24556.83,15.12,59.45,North America
Brazil,2019,1087624455,4816.25,4.89,62.11,South America
China,2007,1194539093,7415.49,7.34,36.71,Asia
France,2021,1008688922,15276.31,20.6,65.72,Europe
Germany,2020,1342613793,20302.46,11.32,77.44,Europe
UK,2022,86034900,5928.47,17.5,19.19,Europe
UK,2005,317729102,10306.87,13.45,52.73,Europe
Brazil,2002,805942724,10269.18,9.84,47.55,South America
UK,2004,817704613,19346.12,13.39,20.11,Europe
China,2008,761383943,6099.21,20.72,40.37,Asia
Australia,2006,104465618,24222.09,8.48,57.63,Oceania
UK,2003,914767172,12810.55,11.69,67.84,Europe
Brazil,2006,265842006,7123.46,6.66,35.71,South America
UK,2004,996228173,7178.67,10.08,52.39,Europe
UK,2010,178387785,555.67,22.36,75.33,Europe
Russia,2014,1166521036,17341.53,20.07,47.58,Europe/Asia
China,2001,629185982,19421.11,10.59,93.73,Asia
France,2012,789867477,907.45,5.05,12.73,Europe
USA,2021,275479396,14689.77,11.66,33.16,North America
Australia,2015,762127966,19563.65,19.75,21.87,Oceania
UK,2006,593182442,9468.38,3.01,58.17,Europe
Canada,2007,180877341,10875.27,19.14,25.79,North America
UK,2005,732066275,9104.46,17.64,76.02,Europe
Russia,2023,285379426,7959.7,3.49,91.73,Europe/Asia
France,2006,96436910,12329.43,16.62,28.44,Europe
Canada,2017,1079350915,4235.91,8.87,90.7,North America
Australia,2021,294820788,11073.12,6.08,66.23,Oceania
Canada,2024,187695342,23551.45,10.85,27.46,North America
China,2021,1276715845,782.31,6.72,75.55,Asia
Brazil,2019,1179661787,4202.11,20.96,18.09,South America
Brazil,2006,1127143773,19464.79,19.07,71.6,South America
Australia,2002,95415002,3388.22,24.56,86.65,Oceania
France,2004,114897579,6854.89,14.28,94.58,Europe
Brazil,2000,234080866,11425.49,4.05,14.85,South America
India,2014,219496043,23584.74,10.46,15.51,Asia
Russia,2002,939228434,4669.18,21.29,92.81,Europe/Asia
Australia,2007,153123357,23084.81,11.13,80.27,Oceania
Australia,2024,524342821,17991.26,12.48,78.91,Oceania
USA,2008,1057205215,16811.51,11.48,76.09,North America
USA,2014,838016551,18116.21,7.41,73.84,North America
China,2009,614089564,878.04,3.68,64.58,Asia
China,2001,1072688197,2562.62,6.15,82.33,Asia
USA,2019,1339109657,8437.55,10.37,13.04,North America
Brazil,2004,32432730,1941.79,7.65,75.89,South America
Germany,2018,145263394,24690.98,15.17,61.88,Europe
Australia,2012,557429083,14552.26,16.12,90.76,Oceania
India,2010,542356879,12234.86,15.11,93.34,Asia
Australia,2000,682938961,19659.24,3.95,31.48,Oceania
UK,2021,886471274,24426.28,17.34,80.26,Europe
France,2014,172255896,23882.74,10.85,95.17,Europe
Russia,2017,1087997769,19847.32,22.2,33.73,Europe/Asia
Germany,2015,1121933464,9491.64,14.09,85.75,Europe
India,2008,1271671083,1742.39,3.94,62.2,Asia
UK,2000,949814979,2549.59,2.21,45.15,Europe
China,2010,707792164,128.69,18.16,83.3,Asia
India,2008,14178962,147.38,11.21,87.46,Asia
USA,2022,845303264,23416.9,8.62,35.16,North America
Australia,2010,752389537,23182.72,12.29,80.71,Oceania
India,2012,422413067,16722.09,3.67,14.42,Asia
France,2001,1002670430,18194.25,11.02,47.17,Europe
Canada,2013,1093445519,12878.89,9.24,16.21,North America
China,2005,919301168,6022.27,20.4,36.15,Asia
Russia,2007,801432569,22868.19,6.02,94.58,Europe/Asia
Russia,2017,274412037,7014.52,19.4,75.39,Europe/Asia
India,2015,140355260,18517.81,13.51,77.25,Asia
Canada,2020,973685243,6211.35,3.88,21.97,North America
Australia,2011,110929646,21766.7,24.3,61.5,Oceania
UK,2010,597768235,16315.86,18.89,44.61,Europe
Germany,2005,1017008783,16103.11,7.98,75.34,Europe
Australia,2002,1259916651,2524.44,15.38,23.98,Oceania
UK,2013,788811218,10544.78,22.7,35.09,Europe
Germany,2001,948860784,13170.22,23.41,89.97,Europe
Canada,2010,76726333,7421.5,18.82,25.11,North America
Germany,2021,639076247,22036.27,18.74,66.28,Europe
Australia,2002,160232569,20957.98,8.38,38.05,Oceania
France,2017,112350874,12391.16,24.76,17.29,Europe
India,2000,555991238,8566.78,7.6,29.91,Asia
UK,2023,697314867,20058.4,4.06,87.38,Europe
France,2000,55415758,5002.6,24.48,91.04,Europe
UK,2011,275152011,1880.76,5.52,47.37,Europe
India,2014,970507636,1238.19,14.0,65.26,Asia
Brazil,2004,484876374,1063.21,12.77,56.32,South America
Germany,2005,543831436,12273.33,21.51,34.89,Europe
Canada,2015,1293298824,6457.31,11.12,40.69,North America
