Country,Year,Population,GDP (Billion USD),Unemployment Rate (%),Internet Users (%),Continent,Rank
USA,2013,1284920590,14287,7,63,North America,★★★
Canada,2013,1286640302,20242,15,28,North America,★★★★★
Germany,2013,1288192415,14226,16,27,Europe,★★★
USA,2013,1288885036,24370,14,87,North America,★★★★★
Russia,2013,1303200016,4144,8,61,Europe/Asia,★
USA,2013,1304973759,23985,20,28,North America,★★★★★
Russia,2013,1308997065,12777,16,74,Europe/Asia,★★★
Brazil,2013,1315325450,13356,9,11,South America,★★★
France,2013,1316317189,10120,7,91,Europe,★★★
France,2013,1317992109,23756,14,24,Europe,★★★★★
Australia,2013,1325239020,16691,24,11,Oceania,★★★★
Germany,2013,1335464471,18588,21,79,Europe,★★★★
Germany,2013,1337462159,19443,13,46,Europe,★★★★
Russia,2013,1344566243,3985,8,85,Europe/Asia,★
India,2013,1345974170,24462,11,57,Asia,★★★★★
UK,2013,1351438916,12333,12,86,Europe,★★★
UK,2013,1352105327,4122,4,37,Europe,★
Russia,2013,1354031124,13193,8,96,Europe/Asia,★★★
Russia,2013,1367818729,1865,13,81,Europe/Asia,★
France,2013,1372803299,15608,2,77,Europe,★★★★
Germany,2013,1373452768,22472,7,68,Europe,★★★★★
India,2013,1374972882,24256,10,17,Asia,★★★★★
France,2013,1378076433,17819,23,29,Europe,★★★★
India,2013,1385540751,14268,5,82,Asia,★★★
USA,2013,1387554532,11789,19,32,North America,★★★
France,2013,1393016620,23808,18,17,Europe,★★★★★
USA,2013,1395281540,2110,7,92,North America,★
Brazil,2013,1397787765,16334,22,86,South America,★★★★
Russia,2014,1267709,11281,13,50,Europe/Asia,★★★
India,2014,2330295,24950,24,86,Asia,★★★★★
Brazil,2014,2430098,7139,9,54,South America,★★
France,2014,7106023,16346,11,18,Europe,★★★★
Germany,2014,9936259,2969,15,91,Europe,★
UK,2014,10367922,10327,18,18,Europe,★★★
Australia,2014,10854420,9682,10,79,Oceania,★★
UK,2014,11830883,22874,2,80,Europe,★★★★★
Germany,2014,14151982,4120,6,13,Europe,★
Germany,2014,15620513,20356,20,94,Europe,★★★★★
USA,2014,18817607,2236,20,14,North America,★
UK,2014,20936740,5576,11,76,Europe,★★
Australia,2014,26484163,3542,12,37,Oceania,★
Brazil,2014,29341215,18305,20,72,South America,★★★★
China,2014,30313209,535,19,93,Asia,★
Germany,2014,32398334,10177,20,10,Europe,★★★
France,2014,33861829,21742,4,63,Europe,★★★★★
Germany,2014,36686307,14994,2,14,Europe,★★★
Germany,2014,46558541,19394,9,58,Europe,★★★★
UK,2014,49164059,11116,23,20,Europe,★★★
Russia,2014,51841115,8649,2,69,Europe/Asia,★★
Canada,2014,54299306,17849,21,56,North America,★★★★
Australia,2014,68869533,21883,3,14,Oceania,★★★★★
China,2014,69985000,11282,17,22,Asia,★★★
Brazil,2014,70204180,23839,10,97,South America,★★★★★
USA,2014,71076612,22953,2,52,North America,★★★★★
UK,2014,74416113,23549,20,16,Europe,★★★★★
Germany,2014,75277064,11081,22,45,Europe,★★★
Australia,2014,81734617,3102,12,94,Oceania,★
Brazil,2014,87736522,6881,9,90,South America,★★
Germany,2014,93950798,7576,21,85,Europe,★★
France,2014,94443181,11181,16,98,Europe,★★★
France,2014,95362889,17844,24,61,Europe,★★★★
Australia,2014,105931670,21661,6,54,Oceania,★★★★★
Germany,2014,111762233,8812,18,90,Europe,★★
Russia,2014,111900602,15524,10,75,Europe/Asia,★★★★
France,2014,116164392,15871,17,54,Europe,★★★★
China,2014,118195593,16068,20,70,Asia,★★★★
France,2014,121018574,1776,23,90,Europe,★
Brazil,2014,121340037,22732,18,17,South America,★★★★★
Brazil,2014,123471734,9388,2,27,South America,★★
Canada,2014,123879628,13196,17,96,North America,★★★
Canada,2014,124075859,9805,16,62,North America,★★
Russia,2014,131039164,9743,14,62,Europe/Asia,★★
Canada,2014,132022715,22732,18,71,North America,★★★★★
Germany,2014,133526870,5814,18,73,Europe,★★
Brazil,2014,137759254,23332,8,33,South America,★★★★★
India,2014,139735668,15407,16,26,Asia,★★★★
France,2014,140021798,17855,22,68,Europe,★★★★
Canada,2014,143307138,21963,16,23,North America,★★★★★
USA,2014,146262835,22448,13,28,North America,★★★★★
Canada,2014,151043859,18798,23,34,North America,★★★★
UK,2014,151782471,4859,3,68,Europe,★
France,2014,154377347,18974,14,44,Europe,★★★★
Germany,2014,154726614,17406,10,68,Europe,★★★★
China,2014,154799745,2241,7,36,Asia,★
Brazil,2014,155726021,19331,21,55,South America,★★★★
USA,2014,158659599,20321,24,51,North America,★★★★★
Australia,2014,167696175,19694,8,94,Oceania,★★★★
India,2014,170749743,23814,6,25,Asia,★★★★★
USA,2014,171361656,24637,21,58,North America,★★★★★
France,2014,172255896,23882,10,95,Europe,★★★★★
Russia,2014,175804319,16271,14,25,Europe/Asia,★★★★
Australia,2014,176286496,10737,23,15,Oceania,★★★
France,2014,177398265,20906,8,87,Europe,★★★★★
Germany,2014,180899118,3643,10,27,Europe,★
Canada,2014,181113192,20651,3,51,North America,★★★★★
Russia,2014,183411197,23995,17,76,Europe/Asia,★★★★★
France,2014,184220217,8333,12,89,Europe,★★
Brazil,2014,185241256,21732,21,79,South America,★★★★★
India,2014,185973193,23746,5,74,Asia,★★★★★
France,2014,186039602,23372,15,63,Europe,★★★★★
China,2014,187272242,19154,24,42,Asia,★★★★
Australia,2014,188031124,17611,16,73,Oceania,★★★★
France,2014,193309698,19835,12,96,Europe,★★★★
Russia,2014,195696474,5240,12,22,Europe/Asia,★★
Russia,2014,198802947,7959,4,22,Europe/Asia,★★
China,2014,200795410,4456,15,16,Asia,★
Canada,2014,203901090,15235,7,31,North America,★★★★
Brazil,2014,204500840,14569,10,25,South America,★★★
China,2014,205905787,10740,14,69,Asia,★★★
Canada,2014,210265764,18191,24,28,North America,★★★★
UK,2014,213830117,9823,11,85,Europe,★★
Germany,2014,213965847,5174,11,70,Europe,★★
Russia,2014,215409349,13755,2,31,Europe/Asia,★★★
India,2014,219496043,23584,10,15,Asia,★★★★★
Australia,2014,219717403,3008,18,50,Oceania,★
China,2014,220023092,677,21,70,Asia,★
Canada,2014,222631260,8797,13,86,North America,★★
Brazil,2014,223523015,7443,20,25,South America,★★
USA,2014,227567408,9498,8,74,North America,★★
Germany,2014,237145354,14809,20,49,Europe,★★★
Canada,2014,250721112,10584,2,53,North America,★★★
Australia,2014,252037395,24156,23,12,Oceania,★★★★★
France,2014,256740123,5012,16,38,Europe,★★
USA,2014,261640441,13430,10,58,North America,★★★
UK,2014,262056002,24476,14,42,Europe,★★★★★
UK,2014,263435199,7458,8,57,Europe,★★
China,2014,264577943,14947,22,81,Asia,★★★
USA,2014,271481738,10742,22,16,North America,★★★
UK,2014,271649043,23513,5,64,Europe,★★★★★
Germany,2014,272062940,13869,6,38,Europe,★★★
Canada,2014,272141957,2817,4,42,North America,★
Australia,2014,275414541,12344,9,32,Oceania,★★★
USA,2014,277503388,15025,14,25,North America,★★★★
Germany,2014,282261451,8668,15,94,Europe,★★
Germany,2014,283983128,8530,22,95,Europe,★★
France,2014,285866317,24217,3,84,Europe,★★★★★
Brazil,2014,286139577,7613,4,87,South America,★★
Russia,2014,289440471,1784,23,32,Europe/Asia,★
Brazil,2014,289744771,5449,13,23,South America,★★
Germany,2014,294615839,16392,23,12,Europe,★★★★
UK,2014,304477210,7004,21,62,Europe,★★
China,2014,305547229,13162,23,80,Asia,★★★
Brazil,2014,305570336,18914,14,64,South America,★★★★
Germany,2014,306976526,10889,12,35,Europe,★★★
China,2014,309803730,13607,17,86,Asia,★★★
France,2014,313456936,16059,6,17,Europe,★★★★
Germany,2014,313814199,16293,4,14,Europe,★★★★
Russia,2014,316942214,18161,23,58,Europe/Asia,★★★★
Germany,2014,324019266,514,22,70,Europe,★
China,2014,325016293,4758,11,20,Asia,★
Germany,2014,325601280,18422,24,19,Europe,★★★★
UK,2014,331328675,1978,12,50,Europe,★
China,2014,334239844,7685,7,10,Asia,★★
India,2014,335456299,24725,7,82,Asia,★★★★★
China,2014,340940756,19973,20,51,Asia,★★★★
USA,2014,344148978,720,3,16,North America,★
Germany,2014,344351312,4573,7,38,Europe,★
Germany,2014,345403836,13640,23,48,Europe,★★★
Russia,2014,357997658,21213,15,46,Europe/Asia,★★★★★
UK,2014,358858747,1402,18,85,Europe,★
Australia,2014,363433178,3146,8,14,Oceania,★
China,2014,365621497,11492,4,63,Asia,★★★
Brazil,2014,366991742,8471,7,10,South America,★★
France,2014,368841028,18796,22,90,Europe,★★★★
Australia,2014,369869516,15290,2,53,Oceania,★★★★
Germany,2014,370097595,17622,10,59,Europe,★★★★
Russia,2014,373599663,17370,14,88,Europe/Asia,★★★★
Australia,2014,376185287,16783,13,26,Oceania,★★★★
Brazil,2014,379429799,10242,21,11,South America,★★★
Germany,2014,380170457,7841,13,40,Europe,★★
Germany,2014,386868066,18944,22,48,Europe,★★★★
Russia,2014,387864291,16052,8,30,Europe/Asia,★★★★
India,2014,390494016,8426,10,13,Asia,★★
USA,2014,393591870,2245,9,70,North America,★
India,2014,399049279,20298,14,26,Asia,★★★★★
Germany,2014,400337411,988,3,41,Europe,★
USA,2014,403996229,18284,13,39,North America,★★★★
Canada,2014,405190642,5066,13,58,North America,★★
France,2014,410356553,4148,21,13,Europe,★
Australia,2014,420817929,12620,16,81,Oceania,★★★
Canada,2014,428760109,18042,15,84,North America,★★★★
India,2014,429764867,21662,19,54,Asia,★★★★★
UK,2014,430225733,14959,10,62,Europe,★★★
Russia,2014,431744177,12584,11,97,Europe/Asia,★★★
Germany,2014,441733562,5797,20,43,Europe,★★
Brazil,2014,444844418,20189,23,27,South America,★★★★★
Russia,2014,446739995,5222,24,74,Europe/Asia,★★
Brazil,2014,454132544,15863,18,78,South America,★★★★
UK,2014,459477852,23759,17,43,Europe,★★★★★
Canada,2014,467275139,17205,3,66,North America,★★★★
India,2014,472002569,8673,5,24,Asia,★★
UK,2014,475212498,21858,2,73,Europe,★★★★★
India,2014,477448193,10120,3,48,Asia,★★★
France,2014,477534208,2788,12,87,Europe,★
India,2014,478812427,22568,3,39,Asia,★★★★★
UK,2014,480867362,9517,5,22,Europe,★★
France,2014,480910655,12428,3,68,Europe,★★★
Australia,2014,492435743,23866,11,76,Oceania,★★★★★
Canada,2014,494419113,9564,7,66,North America,★★
China,2014,497984843,7037,23,37,Asia,★★
Canada,2014,498313389,15180,8,70,North America,★★★★
Australia,2014,503086514,6906,14,59,Oceania,★★
India,2014,506691593,13733,14,48,Asia,★★★
China,2014,508221717,15532,20,44,Asia,★★★★
India,2014,514622661,290,18,82,Asia,★
France,2014,515898158,22164,15,10,Europe,★★★★★
China,2014,516866520,4872,4,18,Asia,★
USA,2014,522476753,8252,15,90,North America,★★
Russia,2014,523320058,17062,3,69,Europe/Asia,★★★★
Australia,2014,523537321,10922,14,22,Oceania,★★★
France,2014,534449063,17335,5,59,Europe,★★★★
USA,2014,537458362,12659,6,67,North America,★★★
France,2014,541725014,19727,7,57,Europe,★★★★
UK,2014,543738514,1798,22,49,Europe,★
France,2014,544274536,24806,4,97,Europe,★★★★★
France,2014,545617462,4062,9,97,Europe,★
Brazil,2014,551997031,13927,9,55,South America,★★★
Germany,2014,553196510,12895,21,65,Europe,★★★
Germany,2014,555307140,7456,2,58,Europe,★★
Brazil,2014,561331569,19907,15,32,South America,★★★★
India,2014,563821990,8078,20,35,Asia,★★
France,2014,569400438,21484,22,38,Europe,★★★★★
UK,2014,570893250,2089,13,13,Europe,★
Canada,2014,580108271,3495,8,12,North America,★
UK,2014,587926858,8213,3,45,Europe,★★
Russia,2014,589679787,14703,10,28,Europe/Asia,★★★
Canada,2014,589853701,489,20,53,North America,★
UK,2014,597830240,10049,12,13,Europe,★★★
India,2014,598665444,6470,8,82,Asia,★★
India,2014,606929371,7512,4,78,Asia,★★
UK,2014,616461721,24604,18,32,Europe,★★★★★
USA,2014,618799566,19504,4,65,North America,★★★★
India,2014,625959194,142,11,41,Asia,★
USA,2014,626063742,22598,5,65,North America,★★★★★
India,2014,639805442,23199,13,54,Asia,★★★★★
India,2014,644384486,10029,7,32,Asia,★★★
Brazil,2014,648845807,18208,10,67,South America,★★★★
Russia,2014,652056487,16168,4,18,Europe/Asia,★★★★
USA,2014,652162738,5775,17,85,North America,★★
UK,2014,655206003,9480,24,92,Europe,★★
India,2014,656942187,21667,12,58,Asia,★★★★★
UK,2014,657735298,20161,20,15,Europe,★★★★★
Russia,2014,658491724,9797,24,62,Europe/Asia,★★
Russia,2014,661836422,10521,10,38,Europe/Asia,★★★
UK,2014,662257409,19269,2,26,Europe,★★★★
UK,2014,667306093,16103,17,39,Europe,★★★★
Germany,2014,669148289,1883,11,63,Europe,★
Australia,2014,671077519,1246,18,55,Oceania,★
Canada,2014,677334373,10753,16,86,North America,★★★
India,2014,678563164,8814,13,89,Asia,★★
Canada,2014,689074201,5844,16,93,North America,★★
Brazil,2014,691988807,6682,19,78,South America,★★
Germany,2014,692849504,4239,19,69,Europe,★
France,2014,692976119,18174,6,52,Europe,★★★★
Germany,2014,701180335,14948,15,89,Europe,★★★
Canada,2014,703797940,4104,11,42,North America,★
Russia,2014,714377822,896,2,95,Europe/Asia,★
Russia,2014,717166753,4110,2,91,Europe/Asia,★
China,2014,717353176,8076,22,35,Asia,★★
UK,2014,719514443,22952,14,53,Europe,★★★★★
Brazil,2014,722357812,2959,9,55,South America,★
UK,2014,724958284,21186,21,56,Europe,★★★★★
India,2014,725054201,415,22,80,Asia,★
Canada,2014,726641774,4831,6,90,North America,★
Canada,2014,732413966,16983,8,16,North America,★★★★
Brazil,2014,733635740,9294,15,11,South America,★★
France,2014,735026238,2259,17,22,Europe,★
France,2014,736262659,24569,15,73,Europe,★★★★★
UK,2014,739086317,23808,16,21,Europe,★★★★★
China,2014,740900483,23413,11,49,Asia,★★★★★
UK,2014,741459020,4204,23,47,Europe,★
France,2014,747185825,23900,19,69,Europe,★★★★★
France,2014,747888529,21455,9,43,Europe,★★★★★
USA,2014,763842768,2854,2,72,North America,★
UK,2014,764444210,1841,21,34,Europe,★
China,2014,768089437,24701,15,15,Asia,★★★★★
Russia,2014,772115224,18405,6,33,Europe/Asia,★★★★
USA,2014,773556427,24029,2,43,North America,★★★★★
Canada,2014,777956890,16622,4,16,North America,★★★★
Germany,2014,779149726,19809,9,70,Europe,★★★★
France,2014,788167048,22633,19,58,Europe,★★★★★
Russia,2014,788239004,23415,6,74,Europe/Asia,★★★★★
Russia,2014,803510420,13403,11,93,Europe/Asia,★★★
France,2014,806726238,16400,24,11,Europe,★★★★
Russia,2014,807818986,6652,11,48,Europe/Asia,★★
India,2014,808629794,19464,6,29,Asia,★★★★
Russia,2014,812441967,22130,22,57,Europe/Asia,★★★★★
USA,2014,813068082,20333,7,89,North America,★★★★★
Australia,2014,814974485,5286,10,40,Oceania,★★
UK,2014,820446546,4261,14,78,Europe,★
Canada,2014,825479138,13628,18,71,North America,★★★
USA,2014,828002182,1296,13,86,North America,★
Canada,2014,830942266,13288,22,65,North America,★★★
Russia,2014,831486090,21081,5,59,Europe/Asia,★★★★★
India,2014,834138679,1078,5,80,Asia,★
Australia,2014,834345998,11515,7,38,Oceania,★★★
France,2014,834839634,15284,5,80,Europe,★★★★
Canada,2014,836284150,16860,8,30,North America,★★★★
France,2014,837677126,12098,12,16,Europe,★★★
USA,2014,838016551,18116,7,73,North America,★★★★
Australia,2014,838724234,6042,10,90,Oceania,★★
Australia,2014,839933413,12946,9,81,Oceania,★★★
Australia,2014,862887841,2950,21,37,Oceania,★
